"","X","userid","wave_id","agescreen","age","gender","education","adults","children","employment","income","footage","ssn_precip","ssn_tmp","drghtfreq","drghtsev","fldfreq","fldsev","avgtmp","tmpextrm","evntexp_wind","evntexp_drght","evntexp_rain","evntexp_cold","evntexp_snow","evntexp_ice","evntexp_flood","evntexp_torn","evntexp_fire","evntfreq_wind","evntfreq_rain","evntfreq_cold","evntfreq_snow","evntfreq_ice","evntfreq_torn","evntfreq_fire","evntfutfreq_wind","evntfutfreq_drght","evntfutfreq_rain","evntfutfreq_cold","evntfutfreq_snow","evntfutfreq_ice","evntfutfreq_flood","evntfutfreq_torn","evntfutfreq_fire","wtr_bill_totcost","wtr_bill_dk","wtr_use","wtr_short","mntain_lawn","wtr_qual","wtr_safe","wtr_comm","wtr_farm","wtr_steps_flush","wtr_steps_flow","wtr_steps_bath","wtr_steps_lawn","wtr_steps_car","wtr_steps_othr","wtr_steps_spec","enrgy_sourc_elec","enrgy_sourc_natgas","enrgy_sourc_prop","enrgy_sourc_wood","enrgy_sourc_othr","enrgy_sourc_othr_spec","elec_bill_totcost","elec_bill_dk","elec_use","elec_out","gas_bill_totcost","gas_bill_dk","gas_use","enrgy_steps_lghts","enrgy_steps_ac","enrgy_steps_heat","enrgy_steps_savappl","enrgy_steps_unplug","enrgy_steps_insul","enrgy_steps_savdoor","enrgy_steps_othr","enrgy_steps_othr_spec","party","party_spec","lean","ideol","cncrn_secur","cncrn_health","cncrn_enrgy","cncrn_trns","cncrn_tax","cncrn_edu","cncrn_econ","glbwrm_ok","time_outside","spent_outside","cmpr_time_outside","hlth_status","nghbrhd_deal","nghbrhd_close","nghbrhd_care","nghbrhd_not","nghbrhd_eyes","nghbrhd_help","wthr_info_paper","wthr_info_web","wthr_info_govweb","wthr_info_loctv","wthr_info_cabtv","wthr_info_radio","wthr_info_fam","wthr_info_soc","wthr_info_othr","wthr_info_othr_spec","dot_answr","click_bluedot","begin_datetime","end_datetime","is_statewide","hispanic","race","race_spec","evntexp_heat","evntexp_ethqk","evntfreq_heat","evntfreq_ethqk","evntfutfreq_heat","evntfutfreq_ethqk","wtr_steps_leaks","wtr_steps_ldry","enrgy_sourc_geo","enrgy_steps_bulbs","wthr_info_phone","mntain_flwr","mntain_veg","glbcc","glbcc_cert","glbcc_risk","is_payne","is_okcity","evntexp_hail","evntfreq_hail","evntfutfreq_hail","wtr_freq","cncrn_natres","confirm_zip","is_kiamichi","is_washita","is_canadian","consent","home_lot","ethqk_risk","ethqk_cause","ethqk_risk_mgmt","ethqk_risk_rand","ethqk_risk_fed_mgmt","glbwrm_risk_rand","glbwrm_risk_mgmt","glbwrm_risk_fed_mgmt","know_fire","purp_fire","purp_fire_exp","useful_val_fire","use_fire_rural","nofire_notrain","nofire_notnear","nofire_othr","nofire_othr_spec","urban_fire","fire_implmnt","okelec_foss","okelec_nuc","okelec_renew","solar_prop","heard_netmeter","net_met_info","ok_net_met","vote","vote_2016","vote_cand","vote_cand_spec","vote_cand_spt","f.gender","f.party","f.party.2","r.ind","f.ind","r.rep","f.rep","r.dem","f.dem","f.edu","f.race","r.race","f.race.2","r.white","f.white","r.AfricanAmer","f.AfricanAmer","r.age","f.age","f.age.2","r.ideology","f.ideology","f.glbwrm_ok"
"1906",25103,"R4KIPH65294","Wave 12 (Fall 2016)",1,86,1,7,2,0,8,33000,1500,1,3,3,3,1,2,2,3,0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50,0,2,0,0,4,10,5,5,0,0,0,0,0,0,NA,1,1,0,0,0,NA,75,0,2,0,50,0,2,0,0,0,0,0,0,0,0,NA,1,NA,NA,6,8,10,10,10,8,10,8,2,1,NA,2,2,5,6,5,3,1,7,"Never","Never","Never","Several times a day","About once a day","Never","Never","Never",NA,NA,NA,1,1482192246,1482194115,0,0,1,NA,0,0,2,2,2,2,0,0,0,0,"Never",0,0,1,7,10,0,0,0,2,2,NA,10,74523,1,0,0,"Yes, I agree to participate in this study",1,10,2,10,"managing",10,"managing",10,10,1,1,"to keep down the spread of forest fires",1,NA,NA,NA,NA,NA,0,1,"76.5","0","23.5",0,0,2,4,1,1,1,NA,2,"Men","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","Master's degree","White",2,"White",1,"White",0,"Non AfricanAmer",6,"71+","(58.5,99.1]",3,"Conservative",NA
"1907",25113,"R4KIPH65300","Wave 12 (Fall 2016)",1,74,0,5,1,0,8,58000,2200,2,2,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,3,3,2,2,1,2,2,3,2,0,0,1,0,1,3,8,4,3,0,0,0,0,0,0,NA,1,0,1,0,0,NA,95,0,1,1,NA,NA,NA,1,1,0,0,1,0,0,0,NA,3,NA,1,5,4,7,6,5,8,9,7,1,2,3,2,3,4,4,2,2,7,6,"Never","Never","Several times per week","About once per week","Never","Several times per week","About once per week","About once per week","Never",NA,NA,1,1484317405,1484321233,0,0,1,NA,0,0,2,2,3,2,0,0,0,1,"Never",1,1,1,8,8,0,0,0,2,2,1,7,74743,1,0,0,"Yes, I agree to participate in this study",3,7,2,9,"managing",7,"regulating",8,9,1,1,"To burn off under brush which helps cut down on wild fires.",1,1,NA,NA,NA,NA,NA,NA,"30","20","50",0,1,2,4,1,1,1,NA,3,"Women","Ind","Ind",1,"Ind",0,"Non Rep",0,"Non Dem","2 year/Associates","White",2,"White",1,"White",0,"Non AfricanAmer",6,"71+","(58.5,99.1]",2,"Moderate","Yes"
"1908",25123,"R4KIPH65334","Wave 12 (Fall 2016)",1,57,1,1,1,0,9,12600,900,1,3,2,1,2,2,2,2,0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,0,1,1,0,5,5,0,0,0,0,0,0,NA,1,0,0,0,0,NA,140,0,2,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,2,NA,NA,7,4,6,4,4,4,7,4,0,0,NA,1,1,1,1,4,1,2,1,"Never","Several times a day","Never","Never","Never","Less than once per week","Less than once per week","Never",NA,NA,1,0,1480983687,1480984799,0,0,1,NA,0,0,2,2,2,2,0,0,0,0,"Never",0,0,0,9,0,0,0,0,2,2,1,2,74743,1,0,0,"Yes, I agree to participate in this study",3,1,1,0,"managing",0,"regulating",0,0,1,1,"remove dead diseased trees and insect problems",1,0,0,0,1,"not capable ",NA,NA,"100","0","0",0,1,2,4,1,1,0,NA,3,"Men","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","< HS","White",2,"White",1,"White",0,"Non AfricanAmer",4,"51-60","(17.9,58.5]",3,"Conservative","No"
"1909",25133,"R4KIPH65340","Wave 12 (Fall 2016)",1,58,1,1,2,0,9,NA,1300,2,3,2,3,2,1,2,3,1,1,1,1,0,0,0,0,1,3,3,1,3,1,1,1,3,3,3,3,1,1,1,1,3,80,0,2,0,0,2,6,3,5,0,0,0,1,0,0,NA,1,0,1,0,0,NA,160,0,3,0,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,"LATINO",NA,4,10,9,8,7,7,8,8,1,3,3,2,3,5,4,5,7,7,5,"Never","Never","Never","About once per week","Several times a day","Never","Never","Never",NA,NA,NA,0,1481239168,1481241210,0,0,1,NA,1,0,3,1,3,1,0,0,0,1,"About once per week",1,1,1,6,7,0,0,1,3,1,5,7,74735,1,0,0,"Yes, I agree to participate in this study",3,6,2,9,"regulating",8,"managing",10,10,1,0,NA,1,0,1,1,0,NA,NA,NA,"10","60","30",0,1,1,3,1,1,0,NA,3,"Men",NA,NA,NA,NA,NA,NA,NA,NA,"< HS","White",2,"White",1,"White",0,"Non AfricanAmer",4,"51-60","(17.9,58.5]",2,"Moderate","Yes"
"1910",25148,"R4KIPH65478","Wave 12 (Fall 2016)",1,61,1,5,2,0,9,36000,3500,1,3,3,3,3,3,3,3,1,1,0,0,0,0,0,0,1,2,2,3,1,1,NA,3,2,3,2,2,1,2,3,2,3,120,0,3,1,1,1,2,5,3,0,0,0,0,0,0,NA,1,1,0,0,0,NA,240,0,NA,0,120,0,1,1,0,0,1,0,0,0,0,NA,3,NA,1,1,5,10,NA,7,6,10,6,1,2,2,1,2,3,2,4,4,5,2,"Less than once per week","Less than once per week","Several times a day","Several times a day","About once per week","About once a day","About once per week","Never",NA,NA,NA,1,1483855437,1483857837,0,0,1,NA,1,1,3,3,3,3,1,0,0,1,"Several times per week",1,1,1,7,10,0,0,1,1,2,5,10,74743,1,0,0,"Yes, I agree to participate in this study",2,9,2,10,"managing",9,"regulating",8,9,1,1,"to achieve specific land use objectives and also to lessen impact from uncontrolled wildfires",1,NA,NA,NA,NA,NA,1,1,"40","0","60",0,1,2,4,1,1,1,NA,4,"Men","Ind","Ind",1,"Ind",0,"Non Rep",0,"Non Dem","2 year/Associates","White",2,"White",1,"White",0,"Non AfricanAmer",5,"61-70","(58.5,99.1]",1,"Liberal","Yes"
"1911",25162,"R4KIPH65641","Wave 12 (Fall 2016)",1,67,0,4,2,0,8,60000,2500,1,1,2,1,1,2,2,2,0,0,0,0,0,0,0,0,0,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,40,0,2,0,0,3,10,4,4,0,0,0,0,0,0,NA,1,0,0,0,0,NA,165,0,2,1,NA,NA,NA,1,0,0,0,0,1,0,0,NA,2,NA,NA,7,10,10,10,10,10,5,10,0,2,2,1,4,1,1,5,7,1,1,"Never","Never","Never","Several times a day","Never","Never","Less than once per week","Several times per week","Never",NA,NA,1,1481394065,1481395834,0,0,1,NA,0,0,2,2,2,2,0,0,0,1,"Several times per week",0,0,0,0,0,0,0,0,2,2,NA,7,74953,1,0,0,"Yes, I agree to participate in this study",3,1,1,5,"managing",5,"regulating",0,5,1,NA,NA,2,0,1,0,0,NA,NA,NA,"75","5","20",0,0,1,4,1,1,0,NA,5,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Some College","White",2,"White",1,"White",0,"Non AfricanAmer",5,"61-70","(58.5,99.1]",3,"Conservative","No"
"1912",25184,"R4KIPH65841","Wave 12 (Fall 2016)",1,37,0,5,2,2,9,14000,1950,3,1,2,2,1,3,1,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,NA,1,2,0,0,2,5,4,2,0,1,0,0,0,0,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,1,3,0,1,1,0,0,1,0,0,NA,1,NA,NA,2,0,0,0,0,0,0,0,1,3,2,1,5,1,1,1,1,1,1,"Never","Never","Never",NA,"About once per week","About once per week","About once a day","Several times per week","About once per week",NA,NA,1,1481321578,1481322100,0,0,1,NA,1,0,2,1,1,1,0,0,1,0,"About once a day",0,1,1,5,3,0,0,0,1,1,2,0,74562,1,0,0,"Yes, I agree to participate in this study",3,3,2,1,"managing",1,"managing",4,4,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,"50","15","35",1,0,1,3,1,1,1,NA,5,"Women","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","2 year/Associates","White",2,"White",1,"White",0,"Non AfricanAmer",2,"31-40","(17.9,58.5]",1,"Liberal","Yes"
"1913",25197,"R4KIPH65902","Wave 12 (Fall 2016)",1,56,1,5,2,0,4,120000,2500,2,3,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,1,2,1,2,2,1,1,1,2,1,30,0,2,0,0,3,8,4,4,0,0,0,0,0,0,NA,1,0,1,1,0,NA,122,0,2,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,2,NA,NA,7,7,9,5,5,6,7,6,0,4,3,3,5,4,7,1,1,7,5,"Less than once per week","About once per week","Never","Less than once per week","About once a day","About once a day","Several times per week","Never",NA,NA,NA,1,1482859357,1482861683,0,0,1,NA,0,0,2,1,2,2,0,0,0,1,"About once a day",0,0,0,10,1,0,0,0,1,1,NA,5,74940,1,0,0,"Yes, I agree to participate in this study",3,1,3,2,"managing",0,"managing",1,0,1,1,"control burn to rid under brush in forest to control wildfires from spreading or have the fuel to burn large sections of land ",1,0,0,0,0,"mostly cleared land",NA,NA,"75","0","25",1,1,2,4,1,1,0,NA,5,"Men","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","2 year/Associates","White",2,"White",1,"White",0,"Non AfricanAmer",4,"51-60","(17.9,58.5]",3,"Conservative","No"
"1914",25207,"R4WAPH65986","Wave 12 (Fall 2016)",1,90,0,3,1,0,8,NA,1200,2,2,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0,2,0,0,1,0,4,3,0,0,0,0,0,0,NA,1,1,0,0,0,NA,15,0,2,1,13,0,1,1,0,1,0,1,0,0,0,NA,2,NA,NA,6,10,10,5,10,5,10,10,0,1,2,2,5,7,1,1,1,1,7,"About once a day","About once a day","Never","About once a day","About once a day","Never","Never","Never",NA,NA,NA,0,1481241628,1481244134,0,0,1,NA,0,0,1,1,1,1,0,0,0,0,"About once a day",0,0,1,10,8,0,0,0,1,1,NA,5,73018,0,1,0,"Yes, I agree to participate in this study",2,0,2,10,"managing",10,"managing",10,10,0,NA,NA,0,NA,NA,NA,NA,NA,2,0,"25","25","50",0,0,1,1,1,1,0,NA,4,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Vocational/Technical","White",2,"White",1,"White",0,"Non AfricanAmer",6,"71+","(58.5,99.1]",3,"Conservative","No"
"1915",25215,"R4WAPH66021","Wave 12 (Fall 2016)",1,91,0,5,1,0,8,25000,1000,3,3,2,1,1,1,3,3,1,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,21.7,0,1,1,1,3,10,3,3,0,0,0,0,0,1,"Had rains-no need to water lawn",1,1,0,0,0,NA,89.88,0,2,1,39.11,0,2,1,1,1,0,0,0,0,0,NA,1,NA,NA,4,10,10,10,8,8,10,8,1,1,3,2,4,7,6,1,1,7,7,"Never","Several times per week","Never","Several times a day","Several times a day","About once per week","About once a day","Never","Never",NA,1,0,1481387749,1481390522,0,0,1,NA,1,0,3,2,2,2,0,0,0,0,"Several times a day",1,0,1,5,5,0,0,0,2,2,2,10,73048,0,1,0,"Yes, I agree to participate in this study",3,9,3,8,"managing",9,"managing",7,10,1,2,NA,2,0,0,0,1,"I rent and don't know my responsibility",NA,NA,"30","30","40",0,0,1,3,0,NA,NA,NA,NA,"Women","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","2 year/Associates","White",2,"White",1,"White",0,"Non AfricanAmer",6,"71+","(58.5,99.1]",2,"Moderate","Yes"
"1916",25225,"R4WAPH66031","Wave 12 (Fall 2016)",1,73,0,2,3,0,8,60000,1000,3,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,250,0,2,0,0,4,10,1,4,0,0,0,0,1,0,NA,1,0,0,0,0,NA,275,0,2,0,NA,NA,NA,1,1,1,1,1,0,0,0,NA,1,NA,NA,6,10,4,10,10,10,10,5,1,4,3,2,1,6,7,1,7,7,7,"Several times a day","Never","Never","Several times a day","Several times a day","Never","Never","Several times per week",NA,NA,NA,0,1482362469,1482364603,0,0,1,NA,0,0,2,2,2,2,1,0,0,0,"Never",0,0,1,6,10,0,0,0,2,2,NA,10,73082,0,1,0,"Yes, I agree to participate in this study",3,7,3,6,"managing",8,"regulating",10,10,1,1,"Controlled burns are people trying to burn off the extra vegetation so that they can grow more green.",1,1,NA,NA,NA,NA,NA,NA,"23","75","2",0,0,1,4,1,0,NA,NA,NA,"Women","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","HS/GED","White",2,"White",1,"White",0,"Non AfricanAmer",6,"71+","(58.5,99.1]",3,"Conservative","Yes"
"1917",25235,"R4WAPH66143","Wave 12 (Fall 2016)",1,54,0,7,2,0,4,110000,2500,1,3,2,2,1,1,3,3,1,1,0,0,0,0,0,0,0,3,1,1,1,1,1,1,3,3,1,2,1,1,1,1,3,45,0,3,0,1,4,9,4,4,0,0,0,1,0,0,NA,1,0,0,0,0,NA,150,0,2,1,NA,NA,NA,1,0,1,1,0,0,0,0,NA,1,NA,NA,6,9,10,10,8,10,10,10,2,2,3,2,3,7,7,7,1,7,7,"Less than once per week","Several times per week","About once per week","Several times a day","Less than once per week","Several times a day","Several times a day","Several times a day","Less than once per week",NA,3,0,1481083655,1481229471,0,0,1,NA,0,1,2,3,3,3,0,1,0,0,"Several times per week",0,0,1,7,8,0,0,0,1,1,4,9,73053,0,1,0,"Yes, I agree to participate in this study",3,9,3,8,"regulating",7,"regulating",6,6,1,1,"To burn whle you can SO you can hopefully can control other fires in the future ",1,0,0,0,1,"Residential ",NA,NA,"40","15","45",0,0,1,2,1,1,0,NA,1,"Women","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","Master's degree","White",2,"White",1,"White",0,"Non AfricanAmer",4,"51-60","(17.9,58.5]",3,"Conservative",NA
"1918",25245,"R4WAPH66145","Wave 12 (Fall 2016)",1,73,0,7,1,0,8,50000,2500,2,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,1,3,2,2,1,2,2,3,2,2,2,2,2,2,3,30,0,2,0,0,1,2,4,3,0,0,0,0,0,0,NA,1,1,0,0,0,NA,100,0,2,1,50,0,2,1,1,1,0,0,0,0,0,NA,1,NA,NA,3,3,8,5,5,5,10,5,1,1,3,2,2,2,5,5,1,2,2,NA,NA,NA,"Several times a day",NA,NA,"About once per week",NA,NA,NA,NA,1,1482465205,1483395025,0,0,1,NA,0,1,3,3,2,3,0,0,0,1,NA,1,0,1,8,10,0,0,0,2,2,1,5,73047,0,1,0,"Yes, I agree to participate in this study",3,7,2,5,"managing",5,"managing",5,10,1,1,"Burning grass, trees such as cedar, or wheat fields to prevent fires.",1,0,1,0,0,NA,NA,NA,"25","0","75",0,1,1,4,1,1,1,NA,3,"Women","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","Master's degree","White",2,"White",1,"White",0,"Non AfricanAmer",6,"71+","(58.5,99.1]",2,"Moderate","Yes"
"1919",25255,"R4WAPH66169","Wave 12 (Fall 2016)",1,82,0,1,1,0,8,NA,1800,1,3,3,2,1,1,3,3,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,50,0,2,0,0,1,5,2,2,1,1,1,0,0,0,NA,1,1,0,0,0,NA,79,0,2,0,50,0,2,1,1,1,1,0,0,0,0,NA,NA,NA,NA,4,8,9,10,5,10,6,5,1,1,2,1,2,6,7,1,2,7,5,"Never","Never","Never","About once a day","Never","Never","Less than once per week","Never",NA,NA,NA,1,1481386155,1481388109,0,0,1,NA,0,0,1,1,1,2,1,1,0,0,"Never",0,0,1,5,6,0,0,0,1,1,NA,0,73006,0,1,0,"Yes, I agree to participate in this study",NA,5,3,8,"regulating",10,"managing",8,10,1,1,"it has to be in a controlled area with plenty of water handy",1,NA,NA,NA,NA,NA,NA,NA,"0","0","100",0,0,3,2,0,NA,NA,NA,NA,"Women",NA,NA,NA,NA,NA,NA,NA,NA,"< HS","White",2,"White",1,"White",0,"Non AfricanAmer",6,"71+","(58.5,99.1]",2,"Moderate","Yes"
"1920",25264,"R4WAPH66199","Wave 12 (Fall 2016)",1,65,0,5,2,0,4,80000,2000,2,3,1,1,2,2,1,2,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,0,2,0,1,3,10,3,3,0,0,0,0,0,1,"none",1,0,0,0,0,NA,180,0,2,0,NA,NA,NA,0,0,0,0,0,0,0,1,"none",2,NA,NA,6,9,10,8,8,9,6,8,0,1,2,1,4,6,6,1,1,6,6,"About once per week","Several times a day","Several times a day","Several times per week","Several times a day","Less than once per week","Several times per week","Several times a day","Never",NA,1,0,1482103101,1482110839,0,0,1,NA,1,1,3,3,2,2,0,0,0,0,"Several times a day",1,0,1,5,5,0,0,0,1,1,2,7,73005,0,1,0,"Yes, I agree to participate in this study",3,5,3,5,"managing",5,"managing",5,5,1,1,"way to manage property to decrease risk of wildfires. Burns underbrush and dry grasses in a controlled environment.  ",1,1,NA,NA,NA,NA,NA,NA,"25","0","75",0,1,1,3,1,0,NA,NA,NA,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","2 year/Associates","White",2,"White",1,"White",0,"Non AfricanAmer",5,"61-70","(58.5,99.1]",3,"Conservative","No"
"1921",25275,"R4WAPH66213","Wave 12 (Fall 2016)",1,56,0,2,2,1,4,20000,1200,1,3,3,2,1,1,3,3,0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,0,0,3,0,1,4,10,1,1,0,0,0,0,0,0,NA,1,0,1,0,0,NA,200,0,2,1,NA,NA,NA,1,1,1,0,0,0,0,0,NA,NA,NA,NA,4,7,10,10,10,10,10,10,1,1,2,1,3,6,7,1,1,7,6,"Never","About once a day","Never","About once a day","Never","Several times a day","Several times a day","About once a day",NA,NA,NA,1,1483803833,1483805017,0,0,1,NA,0,0,3,3,3,3,0,1,0,1,"Several times a day",1,1,1,6,7,0,0,0,2,2,2,10,73048,0,1,0,"Yes, I agree to participate in this study",3,10,1,6,"regulating",5,"regulating",7,7,1,1,"To make is so that air a fire occurs it is easier to take care of because there is not as much to burn ",1,1,NA,NA,NA,NA,NA,NA,"25","0","75",0,1,1,4,1,1,0,NA,3,"Women",NA,NA,NA,NA,NA,NA,NA,NA,"HS/GED","White",2,"White",1,"White",0,"Non AfricanAmer",4,"51-60","(17.9,58.5]",2,"Moderate","Yes"
"1922",25288,"R4WAPH66348","Wave 12 (Fall 2016)",1,61,0,8,2,0,4,70000,2100,1,3,3,3,1,1,3,2,1,1,0,0,0,0,0,1,0,3,1,2,2,2,3,2,3,3,1,2,2,2,2,3,3,35,0,2,0,0,3,5,2,1,1,0,0,0,0,0,"Rain barrels",1,0,0,0,0,NA,NA,0,2,0,NA,NA,NA,0,1,1,0,0,0,0,0,NA,3,NA,1,2,9,10,9,9,7,10,10,0,2,3,3,4,2,2,5,1,5,4,"Never","About once a day","Never","Several times a day","Never","Several times a day","About once a day","Never",NA,NA,NA,1,1481292784,1481295113,0,0,1,NA,0,1,2,3,3,3,0,0,0,1,"Several times a day",0,0,0,2,6,0,0,0,2,2,NA,10,73082,0,1,0,"Yes, I agree to participate in this study",3,8,3,6,"regulating",2,"regulating",4,6,1,1,"To control weeds or underbrush in areas that are over run.  It eliminates chemical sprays but allows grass or crops to grow ",1,1,NA,NA,NA,NA,NA,NA,"10","0","90",0,1,1,4,1,1,2,NA,1,"Women","Ind","Ind",1,"Ind",0,"Non Rep",0,"Non Dem","PhD/JD/MD","White",2,"White",1,"White",0,"Non AfricanAmer",5,"61-70","(58.5,99.1]",1,"Liberal","No"
"1923",25308,"R4WAPH66550","Wave 12 (Fall 2016)",1,63,0,7,2,0,3,75000,1800,2,3,2,2,1,1,3,2,0,1,0,0,0,0,0,0,1,2,1,1,1,1,2,NA,2,2,2,1,2,1,1,1,2,20,0,NA,NA,0,3,7,3,3,0,0,1,0,0,0,NA,1,0,1,0,0,NA,200,0,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,NA,1,NA,NA,4,6,10,6,5,6,9,6,2,2,3,2,2,5,3,2,5,5,3,"Never","Never","Never","About once a day","Never","About once per week","Never","Never","Never",NA,1,0,1480981638,1480982419,0,0,1,NA,0,0,3,1,2,1,1,0,0,0,"Several times a day",0,1,1,4,3,0,0,0,1,2,5,4,73015,0,1,0,"Yes, I agree to participate in this study",3,7,2,8,"managing",8,"managing",5,5,1,1,"BURN AREAS IN A CONTROL WAY SO THEY DON'T GET OUT OF HAND
",1,0,1,0,0,NA,NA,NA,"50","0","50",0,0,1,3,1,1,1,NA,3,"Women","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","Master's degree","White",2,"White",1,"White",0,"Non AfricanAmer",5,"61-70","(58.5,99.1]",2,"Moderate",NA
"1924",25325,"R4WAPH66596","Wave 12 (Fall 2016)",1,66,0,2,2,0,8,27000,1000,2,3,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,NA,0,2,0,1,4,10,3,3,1,1,1,1,1,0,NA,1,0,1,0,0,NA,120,0,2,1,NA,NA,NA,1,1,1,1,0,0,0,0,NA,2,NA,NA,6,5,6,5,5,5,6,4,0,3,3,2,4,7,7,1,1,7,7,"Never","Never","Several times per week","Several times a day","Never","Several times a day","About once a day","Never",NA,NA,NA,1,1481246678,1481248401,0,0,1,NA,0,0,2,2,2,2,1,1,0,1,"Never",1,0,1,0,3,0,0,0,2,2,1,5,73541,0,1,0,"Yes, I agree to participate in this study",3,3,1,3,"managing",3,"regulating",2,2,1,1,"To clean out dead wood and to make it more open",1,0,1,0,0,NA,NA,NA,"70","0","30",0,0,1,3,1,1,0,NA,4,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","HS/GED","White",2,"White",1,"White",0,"Non AfricanAmer",5,"61-70","(58.5,99.1]",3,"Conservative","No"
"1925",25336,"R4WAPH66611","Wave 12 (Fall 2016)",1,70,0,7,2,0,8,120000,3400,1,3,2,1,1,1,3,2,1,0,0,0,0,0,0,0,0,3,2,1,1,1,1,2,2,2,2,2,2,NA,2,2,2,0,0,2,NA,1,4,9,5,5,0,0,0,0,0,0,NA,1,0,0,0,0,NA,300,0,2,1,NA,NA,NA,1,1,1,1,1,0,0,0,NA,1,NA,NA,4,5,7,3,3,3,7,10,2,2,3,2,5,1,1,1,7,1,1,"Never","About once a day","About once a day","Several times a day","Several times per week","Several times per week","Several times a day","Several times a day",NA,NA,NA,1,1484322662,1484324081,0,0,1,NA,0,0,1,1,2,2,0,0,0,1,"Several times a day",1,0,1,6,6,0,0,0,1,2,4,3,73015,0,1,0,"Yes, I agree to participate in this study",3,5,3,7,"managing",7,"regulating",5,5,1,1,"Control weeds, cedar trees, and other predator vegetation.
Control amount of vegetation in order to keep out of control fires from damaging property
Agricultural purposes (wheat and pasture control)",1,1,NA,NA,NA,NA,NA,NA,"70","0","30",0,1,2,4,1,1,1,NA,4,"Women","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","Master's degree","White",2,"White",1,"White",0,"Non AfricanAmer",5,"61-70","(58.5,99.1]",2,"Moderate",NA
"1926",25346,"R4WAPH66613","Wave 12 (Fall 2016)",1,91,0,2,1,0,8,11000,NA,1,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,3,2,2,2,2,2,2,1,3,3,1,1,2,2,2,2,45,0,1,0,0,3,10,5,4,0,0,1,0,0,0,NA,1,1,0,0,0,NA,55,0,1,0,38,0,2,1,1,1,0,1,0,0,0,NA,1,NA,NA,6,10,10,10,10,10,10,10,0,0,NA,2,2,1,1,5,7,7,4,"About once a day","Never","Never","Several times a day","Never","Never","About once a day","Never",NA,NA,NA,1,1481244368,1481245943,0,0,1,NA,0,1,2,3,1,1,0,0,0,0,"Never",0,0,0,5,5,0,0,0,2,2,NA,10,73015,0,1,0,"Yes, I agree to participate in this study",1,10,2,10,"managing",10,"regulating",5,7,1,1,"They burn the area before it catches on fire.",0,NA,NA,NA,NA,NA,1,1,"76","1","23",0,0,1,1,1,1,1,NA,2,"Women","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","HS/GED","White",2,"White",1,"White",0,"Non AfricanAmer",6,"71+","(58.5,99.1]",3,"Conservative","No"
