"title","year","length","budget","rating","votes","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"My Six Convicts",1952,104,NA,6.4,17,NA,0,0,1,1,0,0,0
"My Six Loves",1963,101,NA,6,91,NA,0,0,1,0,0,0,0
"My Son the Fanatic",1997,87,NA,7,494,"R",0,0,1,1,0,1,0
"My Son, My Son",1940,115,NA,5.9,6,NA,0,0,0,1,0,0,0
"My Song for You",1934,85,NA,4.5,7,NA,0,0,1,0,0,1,0
"My Stepmother Is an Alien",1988,105,16000000,4.7,4080,NA,0,0,1,0,0,0,0
"My Summer of Love",2004,86,NA,7.3,222,"R",0,0,0,1,0,0,0
"My Sweet Home",2001,86,NA,4.5,37,NA,0,0,0,1,0,0,0
"My Sweet Killer",1999,77,NA,6.1,88,NA,0,0,0,1,0,0,0
"My Sweet Satan",1994,19,NA,5.4,84,NA,0,0,0,0,0,0,1
"My Tango with Porn",2003,40,NA,2,11,NA,0,0,0,0,1,0,1
"My Teacher's Wife",1995,89,NA,5.2,224,"R",0,0,0,0,0,0,0
"My Teenage Daughter",1956,100,NA,4.5,16,NA,0,0,0,1,0,0,0
"My Tomato",1943,8,NA,6.4,14,NA,0,0,1,0,0,0,1
"My Tutor",1983,97,NA,4.5,386,NA,0,0,1,1,0,0,0
"My Uncle Berns",2003,88,NA,6.1,8,NA,0,0,0,0,1,0,0
"My Way Home",1978,71,NA,6.1,21,NA,0,0,0,1,0,0,0
"My Wife's Best Friend",1952,87,NA,6.4,14,NA,0,0,1,0,0,0,0
"My Wife's Relations",1922,25,NA,6.8,109,NA,0,0,1,0,0,0,1
"My Wild Irish Rose",1947,101,NA,5.3,70,NA,0,0,0,0,0,0,0
"My World Dies Screaming",1958,85,NA,4.2,52,NA,0,0,0,0,0,0,0
"My Wrongs 8245-8249 and 117",2002,12,NA,6.8,144,NA,0,0,1,0,0,0,1
"My X-Girlfriend's Wedding Reception",2001,88,500000,5.8,24,NA,0,0,1,0,0,0,0
"My iz Kronshtadta",1936,88,NA,7.4,11,NA,0,0,0,0,0,0,0
"My iz dzhaza",1983,89,NA,6,43,NA,0,0,1,0,0,0,0
"Myeongja aggiggo sonya",1992,150,NA,1.9,7,NA,0,0,0,0,0,0,0
"Myortvyy sezon",1968,138,NA,8.9,11,NA,0,0,0,1,0,0,0
"Myra Breckinridge",1970,91,5000000,4,431,NA,0,0,1,0,0,0,0
"Myrt and Marge",1933,62,NA,6.1,7,NA,0,0,1,0,0,0,0
"Myster General, The",2002,53,NA,9.1,7,NA,0,0,1,0,1,0,0
"Mysterien eines Frisiersalons",1923,25,NA,8.5,10,NA,0,0,0,0,0,0,1
"Mysteries",1978,97,NA,4.4,35,NA,0,0,0,1,0,0,0
"Mysteries from Beyond Earth",1975,105,NA,4.2,10,NA,0,0,0,0,1,0,0
"Mysteries of Egypt",1998,38,NA,6.5,151,NA,0,0,0,0,1,0,1
"Mysterious Cafe, or Mr. and Mrs. Spoopendyke Have Troubles with a Waiter",1901,2,NA,5,13,NA,0,0,0,0,0,0,1
"Mysterious Desperado, The",1949,61,NA,6.6,12,NA,0,0,0,0,0,0,0
"Mysterious Doctor Satan",1940,267,NA,7.8,40,NA,1,0,0,0,0,0,0
"Mysterious Doctor, The",1943,57,NA,5.5,61,NA,0,0,0,0,0,0,0
"Mysterious Dr. Fu Manchu, The",1929,80,NA,7.4,18,NA,0,0,0,0,0,0,0
"Mysterious Intruder",1946,61,NA,7.3,7,NA,0,0,0,0,0,0,0
"Mysterious Island",1961,101,NA,6.7,593,NA,0,0,0,0,0,0,0
"Mysterious Island, The",1929,95,1130000,5.9,51,NA,0,0,0,0,0,0,0
"Mysterious Lady, The",1928,89,337000,7,78,NA,0,0,0,1,0,1,0
"Mysterious Monsters, The",1976,86,NA,5.1,43,NA,0,0,0,0,1,0,0
"Mysterious Moon Men of Canada, The",1989,22,NA,9,5,NA,0,0,0,0,0,0,1
"Mysterious Mose",1930,6,NA,6.8,14,NA,0,1,0,0,0,0,1
"Mysterious Mr. Moto",1938,62,NA,5.9,44,NA,0,0,0,1,0,0,0
"Mysterious Mr. Valentine, The",1946,56,NA,7.3,6,NA,0,0,0,1,0,0,0
"Mysterious Mr. Wong, The",1934,63,NA,4.5,95,NA,0,0,0,0,0,0,0
"Mysterious Pilot, The",1937,300,NA,4.3,7,NA,1,0,0,0,0,0,0
"Mysterious Rider, The",1938,74,NA,7,6,NA,0,0,0,0,0,0,0
"Mysterious Skin",2004,99,NA,7.8,279,NA,0,0,0,1,0,0,0
"Mysterium Occupation",2004,90,NA,8.7,17,NA,0,0,0,1,0,0,0
"Mystery Date",1991,99,NA,5.6,459,NA,0,0,1,0,0,0,0
"Mystery House",1938,56,NA,5.2,20,NA,0,0,0,0,0,0,0
"Mystery In Swing",1940,68,NA,5.9,6,NA,0,0,0,0,0,0,0
"Mystery Liner",1934,62,NA,4,20,NA,0,0,0,0,0,0,0
"Mystery Man",1935,65,NA,5.4,5,NA,0,0,0,0,0,0,0
"Mystery Man",1944,58,NA,7.3,18,NA,1,0,0,0,0,0,0
"Mystery Men",1999,121,68000000,5.8,13331,"PG-13",1,0,1,0,0,0,0
"Mystery Monsters",1997,55,NA,2.5,31,"PG",0,0,0,0,0,0,0
"Mystery Mountain",1934,223,80000,5.4,11,NA,0,0,0,0,0,0,0
"Mystery Ranch",1932,56,NA,7.4,11,NA,0,0,0,0,0,0,0
"Mystery Science Theater 3000: The Movie",1996,73,NA,7,4738,NA,0,0,1,0,0,0,0
"Mystery Squadron, The",1933,220,NA,6,11,NA,1,0,0,0,0,0,0
"Mystery Street",1950,93,NA,6.8,133,NA,0,0,0,1,0,0,0
"Mystery Submarine",1950,78,NA,5.1,8,NA,0,0,0,1,0,0,0
"Mystery Submarine",1963,92,NA,6.3,7,NA,0,0,0,1,0,0,0
"Mystery Train",1931,62,NA,6.6,6,NA,0,0,0,1,0,0,0
"Mystery Train",1989,113,2800000,7.2,2469,NA,0,0,1,1,0,0,0
"Mystery at Castle House, The",1982,80,NA,4.3,17,NA,0,0,0,0,0,0,0
"Mystery in Mexico",1948,66,NA,5.6,31,NA,0,0,0,0,0,0,0
"Mystery of Edwin Drood",1935,87,NA,6.1,32,NA,0,0,0,1,0,0,0
"Mystery of Edwin Drood, The",1993,112,NA,6.5,12,NA,0,0,0,1,0,0,0
"Mystery of Marie Roget",1942,91,NA,4.4,8,NA,0,0,0,0,0,0,0
"Mystery of Mr. Wong, The",1939,68,NA,5.7,52,NA,0,0,0,0,0,0,0
"Mystery of Mr. X, The",1934,84,NA,6.6,40,NA,0,0,1,0,0,0,0
"Mystery of the 13th Guest",1943,60,NA,4.4,14,NA,0,0,0,0,0,0,0
"Mystery of the Hooded Horsemen, The",1937,60,NA,6,11,NA,0,0,0,0,0,0,0
"Mystery of the Leaping Fish, The",1916,20,NA,7.4,62,NA,0,0,1,0,0,0,1
"Mystery of the Marie Celeste, The",1935,62,NA,6.1,51,NA,0,0,0,1,0,0,0
"Mystery of the Maya",1995,38,NA,6.3,28,NA,0,0,0,0,1,0,1
"Mystery of the Millon Dollar Hockey Puck, The",1975,83,NA,5.8,17,NA,0,0,0,0,0,0,0
"Mystery of the River Boat",1944,218,NA,8.4,10,NA,1,0,0,0,0,0,0
"Mystery of the Wax Museum",1933,77,NA,6.8,321,NA,0,0,0,0,0,0,0
"Mystery, Alaska",1999,119,28000000,6.4,5440,"R",0,0,1,1,0,0,0
"Mystic India",2004,40,NA,9,9,NA,0,0,0,0,1,0,1
"Mystic Masseur, The",2001,117,2500000,5.2,157,"PG",0,0,0,1,0,0,0
"Mystic Motel, The",2003,27,NA,9.2,13,NA,0,0,0,1,0,0,1
"Mystic Pizza",1988,104,6000000,6.1,3767,NA,0,0,1,1,0,1,0
"Mystic River",2003,137,30000000,8,28969,"R",0,0,0,1,0,0,0
"Mystification ou L'histoire des portraits",2003,56,NA,6.4,21,NA,0,0,0,0,0,1,0
"Mystique",1979,77,NA,6.8,5,NA,0,0,0,0,0,0,0
"Myth of Fingerprints, The",1997,93,NA,6.2,926,"R",0,0,1,1,0,0,0
"Myth of the Liberal Media, The",1998,60,NA,6.8,28,NA,0,0,0,0,1,0,0
"Myth of the Male Orgasm, The",1993,90,NA,5.4,76,NA,0,0,1,0,0,1,0
"Mythic Hero",2000,80,NA,6.6,14,NA,0,0,0,0,0,0,0
"N Is a Number",1993,57,NA,8.5,10,NA,0,0,0,0,1,0,0
"N!ai, the Story of a K!ung Woman",1980,59,NA,7.2,5,NA,0,0,0,0,1,0,0
"N'oublie pas que tu vas mourir",1995,122,NA,7.1,102,NA,0,0,0,1,0,0,0
"N-Word, The",2004,86,NA,5,15,NA,0,0,0,0,1,0,0
"N.B.T.",2003,90,65000,6.8,8,NA,1,0,0,1,0,0,0
"N.Y., N.Y.",1957,15,NA,7.4,5,NA,0,0,0,0,0,0,1
"NASCAR 3D: The IMAX Experience",2004,40,NA,7,167,"PG",0,0,0,0,1,0,1
"NYC 3/94",1994,9,NA,7.7,5,NA,0,0,0,0,0,0,1
"Na Boca da Noite",1971,68,NA,8.7,5,NA,0,0,0,1,0,0,0
"Na Deribasovskoy khoroshaya pogoda, ili na Brayton Bich opyat idut dozhdi",1992,96,NA,5,82,NA,0,0,1,0,0,0,0
"Na Garganta do Diabo",1960,100,NA,8.2,5,NA,0,0,0,1,0,0,0
"Na Senda do Crime",1954,66,NA,8,7,NA,0,0,0,0,0,0,0
"Na cidade vazia",2004,90,NA,9,20,NA,0,0,0,1,0,0,0
"Na klancu",1971,97,NA,9.4,5,NA,0,0,0,1,0,0,0
"Na komete",1970,74,NA,7.1,51,NA,0,0,0,0,0,0,0
"Na koniec swiata",1999,104,NA,4.2,12,NA,0,0,0,1,0,1,0
"Na malkiya ostrov",1958,94,NA,7.7,15,NA,0,0,0,1,0,0,0
"Na mo naku mazushiku utsukushiku",1961,114,NA,7.7,6,NA,0,0,0,1,0,0,0
"Na putu za Katangu",1987,106,NA,7.2,7,NA,0,0,0,1,0,0,0
"Na pytlacke stezce",1979,73,NA,3.8,14,NA,0,0,0,0,0,0,0
"Na samote u lesa",1976,92,NA,7.8,97,NA,0,0,0,0,0,0,0
"Na svoji vesni",2002,92,NA,3.1,37,NA,0,0,1,0,0,0,0
"Na svoji zemlji",1948,110,NA,7.7,21,NA,0,0,0,0,0,0,0
"Na voyne, kak na voyne",1968,90,NA,9.1,10,NA,0,0,1,0,0,0,0
"Na wylot",1973,94,NA,3.3,15,NA,0,0,0,0,0,0,0
"Na zei kaneis i na mi zei",1966,96,NA,6.1,6,NA,0,0,1,0,0,0,0
"Naach",2004,150,NA,6.3,23,NA,0,0,0,1,0,0,0
"Naakt over de schutting",1973,98,NA,5.6,27,NA,0,0,0,0,0,0,0
"Naam hoi sap saam long",1997,110,NA,8.4,24,NA,0,0,0,0,0,0,0
"Naar de klote!",1996,104,NA,5.1,256,NA,0,0,0,1,0,1,0
"Nabbeun namja",2001,100,NA,6.7,518,NA,0,0,0,1,0,0,0
"Nabbie no koi",1999,92,NA,7.3,78,NA,0,0,0,1,0,0,0
"Nabi",2001,106,NA,6.3,74,NA,0,0,0,0,0,0,0
"Naboer",2005,75,NA,6.5,78,NA,0,0,0,0,0,0,0
"Nabonga",1944,75,NA,3.8,19,NA,0,0,0,0,0,0,0
"Nach Mitternacht",1981,110,NA,4.2,7,NA,0,0,0,1,0,0,0
"Nach Saison",1997,125,NA,3.1,10,NA,0,0,0,0,1,0,0
"Nach dem Fall",1999,85,NA,7.9,27,NA,0,0,0,0,1,0,0
"Nachalo",1970,91,NA,7.8,40,NA,0,0,1,0,0,1,0
"Nachbar, Der",1993,92,NA,7.1,6,NA,0,0,0,0,0,0,0
"Nachbarinnen",2004,88,NA,7,9,NA,0,0,0,1,0,0,0
"Nachbarn",1999,15,NA,8.2,6,NA,0,0,0,0,0,0,1
"Nacht der Gaukler",1996,90,NA,6.3,31,NA,0,0,0,1,0,0,0
"Nacht der lebenden Loser, Die",2004,89,NA,6.2,108,NA,0,0,1,0,0,0,0
"Nacht im Mai, Eine",1938,88,NA,6.6,7,NA,0,0,1,0,0,0,0
"Nacht singt ihre Lieder, Die",2004,95,NA,5.6,36,NA,0,0,0,1,0,0,0
"Nacht van de wilde ezels, De",1990,102,NA,5,6,NA,0,0,0,0,0,0,0
"Nacht vor der Premiere, Die",1959,99,NA,6.6,12,NA,0,0,1,0,0,0,0
"Nachtfalter",2001,81,NA,3.1,18,NA,0,0,0,0,0,0,0
"Nachtgestalten",1999,101,NA,7.7,228,NA,0,0,0,1,0,0,0
"Nachts, wenn der Teufel kam",1957,97,NA,7.1,95,NA,0,0,0,1,0,0,0
"Nachtschatten",1972,96,NA,2.9,7,NA,0,0,0,0,0,0,0
"Nachtschwester, Die",2000,28,NA,5,7,NA,0,0,0,0,0,0,1
"Nachtvlinder",1999,92,NA,3.7,25,NA,0,0,0,0,0,0,0
"Nacional III",1982,102,NA,6.2,35,NA,0,0,0,0,0,0,0
"Nacionalna klasa",1979,105,NA,7.9,75,NA,0,0,1,0,0,0,0
"Nackt",2002,100,NA,6.8,438,NA,0,0,1,1,0,0,0
"Nackte Bovary, Die",1969,91,NA,3.1,11,NA,0,0,0,1,0,0,0
"Nackte Mann auf dem Sportplatz, Der",1974,101,NA,9.1,13,NA,0,0,1,1,0,0,0
"Nackte und der Satan, Die",1959,97,NA,3.2,24,NA,0,0,0,0,0,0,0
"Nacktschnecken",2004,86,NA,5.7,60,NA,0,0,0,1,0,0,0
"Nad Niemnem",1987,174,NA,5.2,18,NA,0,0,0,0,0,0,0
"Nad rzeka, ktorej nie ma",1991,85,NA,8.9,8,NA,0,0,0,0,0,0,0
"Nad tyomnoy vodoy",1993,95,NA,4.4,11,NA,0,0,0,1,0,0,0
"Nada",1947,120,NA,5.8,12,NA,0,0,0,0,0,0,0
"Nada",1974,133,NA,6.4,101,NA,0,0,0,0,0,0,0
"Nada en la nevera",1998,92,NA,6.7,77,NA,0,0,1,0,0,0,0
"Nada mas",2001,90,NA,5.1,101,NA,0,0,1,0,0,0,0
"Nada que perder",2001,21,NA,7,6,NA,0,0,0,0,0,0,1
"Nada x perder",2001,120,NA,3.9,17,NA,1,0,0,0,0,0,0
"Nadando em Dinheiro",1952,90,NA,7.7,6,NA,0,0,1,0,0,0,0
"Nadar solo",2003,94,20000,7.5,86,NA,0,0,0,1,0,0,0
"Nadare",1937,59,NA,9.3,5,NA,0,0,0,1,0,0,0
"Nadia",1986,90,NA,5.4,8,NA,0,0,0,1,0,0,0
"Nadia et les hippopotames",1999,102,NA,4.3,18,NA,0,0,0,1,0,0,0
"Nadia: The Secret of Fuzzy",1991,85,NA,4.9,11,NA,0,1,0,0,0,0,0
"Nadie conoce a nadie",1999,108,3000000,6.3,565,"R",0,0,0,0,0,0,0
"Nadie escuchaba",1984,117,NA,8.2,24,NA,0,0,0,0,1,0,0
"Nadie te oye: Perfume de violetas",2001,110,NA,7.1,168,NA,0,0,0,1,0,0,0
"Nadine",1987,78,NA,5.2,683,NA,0,0,1,0,0,0,0
"Nadja",1994,93,1000000,5.7,781,"R",0,0,0,1,0,0,0
"Nadja",1995,25,NA,6.1,6,NA,0,0,0,0,0,0,1
"Nado anaega isseosseumyeon johgessda",2001,123,NA,6.8,51,NA,0,0,1,1,0,1,0
"Nadodikkattu",1987,158,NA,9.5,13,NA,0,0,1,0,0,0,0
"Nae maeumui punggeum",1998,116,NA,7.8,66,NA,0,0,0,1,0,0,0
"Nae yeojachingureul sogae habnida",2004,123,NA,6.8,316,NA,0,0,1,0,0,1,0
"Naege ola",1996,114,NA,7.5,9,NA,0,0,0,1,0,0,0
"Naerata ometi",1985,85,NA,7.4,14,NA,0,0,0,1,0,0,0
"Nafas-e amigh",2003,86,NA,7.3,30,NA,0,0,0,1,0,0,0
"Naga bonar",1987,95,NA,8.4,5,NA,0,0,1,0,0,0,0
"Nagagutsu o haita neko",1969,80,NA,6.8,30,NA,0,1,0,0,0,0,0
"Nagareru",1956,117,NA,8,6,NA,0,0,0,1,0,0,0
"Nagarik",1952,127,NA,8.6,5,NA,0,0,0,0,0,0,0
"Nagasaki burabura bushi",2000,115,NA,6.2,9,NA,0,0,0,0,0,0,0
"Nagaya shinshiroku",1947,72,NA,7.7,91,NA,0,0,0,1,0,0,0
"Nage indienne, La",1993,92,NA,6.3,16,NA,0,0,0,0,0,0,0
"Nageuneneun kileseodo swiji anhneunda",1987,117,NA,7.1,8,NA,0,0,0,1,0,0,0
"Nagger at Breakfast, The",1930,10,NA,4.7,16,NA,0,0,1,0,0,0,1
"Nagisa no Shindobaddo",1995,129,NA,7.2,86,NA,0,0,0,1,0,0,0
"Nagu'a",1982,25,NA,7.4,9,NA,0,0,0,1,0,0,1
"Nahapet",1977,92,NA,9.6,5,NA,0,0,0,1,0,0,0
"Nahf",2004,85,NA,4.8,5,NA,0,0,0,1,0,0,0
"Nahota na prodej",1993,102,NA,4.2,11,NA,0,0,0,0,0,0,0
"Nail Gun Massacre, The",1985,90,NA,2.6,152,NA,0,0,0,0,0,0,0
"Nailed",2001,90,NA,4.2,110,"R",0,0,0,1,0,1,0
"Nails",1979,13,NA,7.8,8,NA,0,0,0,0,1,0,1
"Nain rouge, Le",1998,101,NA,6.4,91,"R",0,0,1,1,0,0,0
"Naisenkaari",1997,52,NA,5.1,11,NA,0,0,0,0,1,0,0
"Naisenkuvia",1970,86,NA,6.4,16,NA,0,0,0,0,0,0,0
"Naissance d'un Golem",1991,60,NA,1.4,5,NA,0,0,0,0,0,0,0
"Naissance de l'amour, La",1993,94,NA,6.1,23,NA,0,0,0,1,0,0,0
"Naito heddo",1995,107,NA,5,9,NA,0,0,0,0,0,0,0
"Naja",1997,101,NA,3.5,16,NA,0,0,0,1,0,0,0
"Najbolji",1989,122,NA,7,5,NA,0,0,0,1,0,0,0
"Naked",1993,131,NA,7.5,3339,NA,0,0,1,1,0,0,0
"Naked",1999,40,3000,5.3,21,NA,0,0,1,0,1,0,1
"Naked Afternoon",1976,86,NA,5.7,5,NA,0,0,0,0,0,0,0
"Naked Alibi",1954,86,NA,6.6,36,NA,0,0,0,1,0,0,0
"Naked Angels",1969,89,NA,2.2,17,NA,0,0,0,1,0,0,0
"Naked Ape, The",1973,85,NA,4.4,21,NA,0,0,1,1,0,0,0
"Naked Cage, The",1986,97,NA,4.1,44,NA,1,0,0,1,0,0,0
"Naked Came the Stranger",1975,89,NA,6,11,NA,0,0,0,0,0,0,0
"Naked Camera, The",1961,10,NA,1.1,7,NA,0,0,0,0,0,0,1
"Naked City, The",1948,96,NA,7.6,556,NA,0,0,0,1,0,0,0
"Naked Country, The",1984,90,NA,4.3,15,NA,0,0,0,0,0,0,0
"Naked Dawn, The",1955,82,NA,7.1,37,NA,1,0,0,1,0,1,0
"Naked Detective, The",1996,84,NA,3.5,59,"R",0,0,1,0,0,0,0
"Naked Earth, The",1958,96,NA,4.1,5,NA,0,0,0,1,0,0,0
"Naked Edge, The",1961,97,NA,6.3,107,NA,0,0,0,0,0,0,0
"Naked Evil",1966,80,NA,3.1,9,NA,0,0,0,0,0,0,0
"Naked Face, The",1984,103,NA,4.8,142,NA,0,0,0,0,0,0,0
"Naked Fame",2004,84,NA,6.1,9,NA,0,0,0,0,1,0,0
"Naked Frailties",1998,91,NA,6.3,8,NA,0,0,0,1,0,0,0
"Naked Fury",1959,73,NA,2.8,8,NA,0,0,0,0,0,0,0
"Naked Gun",1956,69,NA,7,92,NA,0,0,0,0,0,0,0
"Naked Gun 2 1/2: The Smell of Fear, The",1991,85,NA,6.3,9833,NA,0,0,1,0,0,0,0
"Naked Gun 33 1/3: The Final Insult",1994,83,30000000,5.8,8918,NA,0,0,1,0,0,0,0
"Naked Gun: From the Files of Police Squad!, The",1988,85,NA,7.4,13010,NA,0,0,1,0,0,0,0
"Naked Hills, The",1956,72,NA,5.7,6,NA,0,0,0,0,0,0,0
"Naked Instinct",1993,90,NA,2.8,17,NA,0,0,0,1,0,0,0
"Naked Jane",1995,111,NA,6.9,23,NA,0,0,0,0,0,0,0
"Naked Jungle, The",1954,95,NA,6.8,442,NA,0,0,0,1,0,0,0
"Naked Kiss, The",1964,90,NA,7.4,535,NA,0,0,0,1,0,0,0
"Naked Laura",2002,10,NA,8.7,9,NA,0,0,0,0,0,0,1
"Naked Lies",1998,93,NA,3.2,81,"R",0,0,0,1,0,0,0
"Naked Lunch",1991,115,NA,6.5,4919,NA,0,0,0,1,0,0,0
"Naked Maja, The",1959,111,NA,4.6,42,NA,0,0,0,1,0,1,0
"Naked Making Lunch",1992,52,NA,7.6,26,NA,0,0,0,0,1,0,0
"Naked Man, The",1998,93,NA,5.2,227,NA,0,0,1,1,0,0,0
"Naked Man, The",1999,15,NA,4.6,16,NA,0,0,1,0,0,0,1
"Naked Obsession",1991,93,NA,4.4,71,NA,0,0,0,1,0,0,0
"Naked Paradise",1957,68,90000,1.9,8,NA,0,0,0,1,0,0,0
"Naked Pavement",1998,17,NA,5.6,15,NA,0,0,0,0,1,0,1
"Naked Prey, The",1966,96,900000,7.5,489,NA,0,0,0,0,0,0,0
"Naked Proof, The",2003,108,NA,6.5,7,NA,0,0,1,0,0,0,0
"Naked Runner, The",1967,101,NA,5.3,100,NA,0,0,0,1,0,0,0
"Naked Souls",1995,85,NA,2.7,433,"R",0,0,0,0,0,0,0
"Naked Spur, The",1953,91,NA,7.4,920,NA,0,0,0,0,0,0,0
"Naked States",2000,80,NA,6.6,151,"R",0,0,0,0,1,0,0
"Naked Street, The",1955,84,NA,5.7,29,NA,0,0,0,1,0,0,0
"Naked Tango",1991,90,NA,5.7,145,NA,0,0,0,1,0,1,0
"Naked Truth, The",1957,91,NA,6.7,168,NA,0,0,1,0,0,0,0
"Naked Truth, The",1992,92,NA,2.8,57,NA,0,0,1,0,0,0,0
"Naked Vengeance",1985,97,NA,4.8,32,NA,1,0,0,0,0,0,0
"Naked Yoga",1974,24,NA,8.4,5,NA,0,0,0,0,1,0,1
"Naked Zoo, The",1971,78,250000,1.3,5,NA,0,0,0,1,0,0,0
"Naked and the Dead, The",1958,131,NA,6.4,162,NA,0,0,0,1,0,0,0
"Naked as Nature Intended",1961,60,NA,4.1,8,NA,0,0,0,0,0,0,0
"Naked in New York",1993,95,NA,5.6,429,NA,0,0,1,0,0,1,0
"Naked in the Sun",1957,78,NA,4.5,12,NA,0,0,0,0,0,0,0
"Naken",2000,94,25000,4.8,420,NA,0,0,1,0,0,0,0
"Nakhoda Khorshid",1987,117,NA,6.9,13,NA,0,0,0,0,0,0,0
"Nakreceni, czyli szolbiznes po polsku",2003,78,NA,5.7,7,NA,0,0,0,0,1,0,0
"Nakta(dul)",2002,90,75000,6.5,26,NA,0,0,0,1,0,0,0
"Nala Damayanthi",2003,122,NA,6,5,NA,0,0,1,0,0,0,0
"Nam Angels",1989,91,NA,4.2,21,NA,1,0,0,0,0,0,0
"Nam's Angels",1970,95,350000,4,39,NA,1,0,0,1,0,0,0
"Namak Haraam",1973,146,NA,7.7,47,NA,0,0,1,1,0,1,0
"Nambugun",1990,157,NA,5.9,11,NA,0,0,0,0,0,0,0
"Name der Rose, Der",1986,130,20000000,7.7,11654,NA,0,0,0,1,0,0,0
"Name for Evil, A",1973,74,NA,2.3,55,NA,0,0,0,1,0,0,0
"Name of the Game Is Kill, The",1968,84,NA,6.2,11,NA,0,0,0,0,0,0,0
"Name of the Rose",2003,25,NA,4.2,22,NA,1,0,0,1,0,0,1
"Name of this Film Is Dogme95, The",2000,50,NA,3.3,74,NA,0,0,0,0,1,0,0
"Namehay bad",2002,75,NA,7.3,6,NA,0,0,0,1,0,0,0
"Names of Sin",1975,22,35000,9.8,5,NA,0,0,0,0,0,0,1
"Nami",2001,111,NA,5.8,13,NA,0,0,0,0,0,0,0
"Namjaui goerowe",1995,110,NA,5.1,6,NA,0,0,0,0,0,0,0
"Namjaui hyanggi",1998,106,NA,3.5,11,NA,0,0,0,1,0,1,0
"Nammavar",1995,178,NA,6.2,9,NA,0,0,0,0,0,0,0
"Namu, the Killer Whale",1966,89,NA,5.8,36,"PG",0,0,0,1,0,0,0
"Namukku Parkkan Munthiri Thoppukal",1986,137,NA,9.4,5,NA,0,0,0,0,0,0,0
"Nan bei Shao Lin",1986,99,NA,6.1,170,NA,1,0,0,0,0,0,0
"Nan bei tui wang",1980,90,NA,6.1,12,NA,1,0,0,1,0,0,0
"Nan quan wang zhi qi zhuang shan he",1984,96,NA,6.4,5,NA,0,0,0,0,0,0,0
"Nan yang shi da xie shu",1995,89,NA,6,55,NA,0,0,1,0,0,0,0
"Nana",1926,150,NA,7.1,50,NA,0,0,0,1,0,1,0
"Nana",1934,90,NA,4.9,27,NA,0,0,0,1,0,0,0
"Nana",1955,120,NA,6.6,17,NA,0,0,0,1,0,0,0
"Nana",1970,105,NA,1.8,6,NA,0,0,0,1,0,0,0
"Nana",1982,92,NA,2.7,34,NA,0,0,0,1,0,0,0
"Nanak Naam Jahaz Hai",1969,140,NA,8.6,10,NA,0,0,0,0,0,0,0
"Nancy & Frank - A Manhattan Love Story",2002,94,NA,4.2,12,NA,0,0,1,1,0,0,0
"Nancy Drew -- Detective",1938,66,NA,6.4,81,NA,0,0,0,1,0,0,0
"Nancy Drew and the Hidden Staircase",1939,60,NA,6.7,63,NA,0,0,0,0,0,0,0
"Nancy Drew... Reporter",1939,68,NA,6.5,82,NA,0,0,0,1,0,0,0
"Nancy Drew... Trouble Shooter",1939,68,NA,6.1,56,NA,0,0,0,1,0,0,0
"Nancy Goes to Rio",1950,100,NA,6.1,50,NA,0,0,1,0,0,0,0
"Nancy Steele Is Missing!",1937,84,NA,6.4,15,NA,0,0,0,1,0,0,0
"Nanette",1940,97,NA,4.3,7,NA,0,0,0,0,0,1,0
"Naneun somanghanda naege geumjidoin geoseul",1994,115,NA,2.5,8,NA,0,0,0,0,0,0,0
"Nang nak",1999,100,NA,6.3,265,NA,0,0,0,0,0,1,0
"Nanguo zaijan, nanguo",1996,116,NA,6.7,176,NA,0,0,0,1,0,0,0
"Naniwa no koi no monogatari",1959,105,NA,7.4,5,NA,0,0,0,0,0,1,0
"Nankyoku monogatari",1983,143,NA,6.9,134,NA,1,0,0,1,0,0,0
"Nanny, The",1965,91,1300000,7.1,544,NA,0,0,0,0,0,0,0
"Nanook Taxi",1977,90,NA,9,5,NA,0,0,1,1,0,0,0
"Nanook of the North",1922,79,53000,7.6,846,NA,0,0,0,0,1,0,0
"Nanou",1986,101,NA,6.4,27,NA,0,0,0,1,0,1,0
"Nanu, Sie kennen Korff noch nicht?",1938,95,NA,6.2,27,NA,0,0,1,0,0,0,0
"Napoleon Blown-Aparte",1966,60,NA,5.4,8,NA,0,1,0,0,0,0,1
"Napoleon Bunny-Part",1956,7,NA,6.7,40,NA,0,1,1,0,0,0,1
"Napoleon Dynamite",2004,86,400000,7.2,17524,"PG",0,0,1,0,0,0,0
"Napoleon and Samantha",1972,92,NA,5.7,156,NA,0,0,0,1,0,0,0
"Napoleon's Barber",1928,32,NA,1.1,8,NA,0,0,0,1,0,0,1
"Napoli milionaria",1950,84,NA,7.1,23,NA,0,0,1,0,0,0,0
"Napoli si ribella",1977,88,NA,4.6,6,NA,0,0,0,0,0,0,0
"Napoli spara",1977,85,NA,5.9,14,NA,1,0,0,0,0,0,0
"Napoli violenta",1976,95,NA,6.5,67,NA,1,0,0,0,0,0,0
"Nappun yeonghwa",1998,144,NA,5.9,44,NA,0,0,0,1,0,0,0
"Naqoyqatsi",2002,89,3000000,6.9,575,"PG",0,0,0,0,1,0,0
"Nar-o-nay",1989,100,NA,8.8,6,NA,0,0,0,1,0,0,0
"Narasimha",1991,214,NA,6.9,15,NA,0,0,0,0,0,0,0
